Name,description,sub_catagory,Veg_Non,Review,Cusine,Diet,Price
Carrot Cake Pancakes Recipe,Whole Wheat Flour|Milk|Pumpkin pie spice|Baking powder|Baking soda|Carrots (Gajjar)|Butter (Salted)|Pineapple|Whole Egg|Brown Sugar (Demerara Sugar)|Salt|Butter (Salted),Continental Breakfast,veg,4.855626327,Continental,Vegetarian,385
Pudina Lehsun Laccha Paratha Recipe - Mint Garlic Layered Paratha,Whole Wheat Flour|Milk|Salt|Oil|Garlic|Green Chillies|Mint Leaves (Pudina)|Oil,Indian Bread,veg,4.917046869,North Indian Recipes,Vegetarian,347
Shandong Style Scallion Pancakes Recipe,Whole Wheat Flour|Milk|Spring Onion (Bulb & Greens)|Sesame seeds (Til seeds)|Salt|Sunflower Oil|Vinegar|Spring Onion (Bulb & Greens)|Ginger|Sugar,Indian Chinese,veg,4.819691578,Chinese,Vegetarian,473
Kerala Style Whole Wheat Parotta Recipe ,Whole Wheat Flour|Milk|Sugar|Water|Salt,Indian Bread,veg,4.860630394,Kerala Recipes,Vegetarian,465
Kitkat Cake With Sponge Recipe (Eggless),Whole Wheat Flour|Milk|Sunflower Oil|Caster Sugar|Vanilla Extract|Cocoa Powder|Baking soda|Baking powder|Fresh cream|Dark chocolate|Kitkat Bars|M&M’s chocolate candies,Cake,veg,4.833140209,Indian,Vegetarian,369
Madakasan Recipe - Coconut Filled Crepes with Berry Sauce,Whole Wheat Flour|Milk|Whole Egg|Sugar|Salt|Fresh coconut|Cardamom (Elaichi) Pods/Seeds|Jaggery,Dessert,veg,4.91011236,Kerala Recipes,Vegetarian,230
Whole Wheat Crepes With Roasted Vegetables And White Sauce Recipe,Whole Wheat Flour|Milk|Whole Eggs|Nutmeg|Salt|Water|Mixed vegetables|Onion|Black pepper powder|Garlic|Fresh Herbs|Salt|Whole Wheat Flour|Milk|Whole Black Peppercorns|Salt,Dessert,veg,4.730659026,Continental,Vegetarian,404
Pudina Tawa Paratha Recipe (Mint Leaf Skillet Flat Bread),Whole Wheat Flour|Mint Leaves (Pudina)|Green Chillies|Salt|Oil,Indian Bread,veg,4.873618453,Indian,Vegetarian,254
Mooli Paratha Recipe - Indian Flat Bread with Radish,Whole Wheat Flour|Mooli/ Mullangi (Radish)|Green Chillies|Cumin powder (Jeera)|Turmeric powder (Haldi)|Coriander (Dhania) Leaves|Salt|Oil,Indian Bread,veg,4.799833541,Gujarati Recipes﻿,Vegetarian,331
Mangalore Buns Recipe - Puffed Banana Puris,Whole Wheat Flour|Nendra Pazham Banana (Ripe)|Sugar|Baking soda|Cumin seeds (Jeera)|Salt|Sunflower Oil,Indian Snack,veg,4.919431683,Mangalorean,Vegetarian,202
Healthy Multigrain Dinner Rolls Recipe,Whole Wheat Flour|Oats Flour|All Purpose Flour (Maida)|Salt|Milk|Lukewarm Water|Honey|Extra Virgin Olive Oil|Whole Eggs|Sesame seeds (Til seeds),Homemade Bread,veg,4.855787476,Continental,Vegetarian,473
Puri Recipe - Learn to Make Soft Puffed Puris At Home,Whole Wheat Flour|Oil|Kalonji (Onion Nigella Seeds)|Salt,Indian Breakfast,veg,4.898186446,Indian,Vegetarian,469
Cheesy Aloo Paratha Recipe,Whole Wheat Flour|Oil|Salt|Water|Potato (Aloo)|Oil|Dry Red Chilli|Cumin seeds (Jeera)|Asafoetida (hing)|Green Chillies|Ginger|Onion|Turmeric powder (Haldi)|Coriander Powder (Dhania)|Cumin powder (Jeera)|Chaat Masala Powder|Cheese|Coriander (Dhania) Leaves|Salt,Indian Bread,veg,4.902953586,North Indian Recipes,Vegetarian,508
Cabbage & Dal Stuffed Paratha Recipe,Whole Wheat Flour|Oil|Water|Salt|Cabbage (Patta Gobi/ Muttaikose)|Yellow Moong Dal (Split)|Green Chillies|Onion|Garlic|Cumin seeds (Jeera)|Turmeric powder (Haldi)|Red Chilli powder|Salt,Indian Bread,,4.904005525,Indian,Diabetic Friendly,242
Savoury Kordoi Recipe (Assamese Star Fruit Shaped Snack Recipe),Whole Wheat Flour|Onion|Coriander (Dhania) Leaves|Carrot (Gajjar)|Cumin seeds (Jeera)|Ajwain (Carom seeds)|Sunflower Oil|Salt,Indian Snack,veg,4.54527163,Assamese,Vegetarian,265
Sindhi Koki Recipe-Masala Roti With Onions And Green Chillies,Whole Wheat Flour|Onion|Cumin seeds (Jeera)|Dried Anardana Seeds (Pomegranate Seeds Dried)|Green Chillies|Salt|Coriander (Dhania) Leaves|Water|Oil,Indian Bread,veg,4.92559415,Sindhi,Vegetarian,329
Masalewari Koki Recipe (Spiced Sindhi Roti),Whole Wheat Flour|Onion|Ginger|Green Chillies|Coriander (Dhania) Leaves|Mint Leaves (Pudina)|Turmeric powder (Haldi)|Asafoetida (hing)|Cumin seeds (Jeera)|Ajwain (Carom seeds)|Red Chilli powder|Anardana Powder (Pomegranate Seed Powder)|Salt,Indian Bread,veg,4.686911891,Sindhi,Vegetarian,591
Onion Thepla Recipe,Whole Wheat Flour|Onion|Green Chilli|Ginger|Garlic|Amchur (Dry Mango Powder)|Turmeric powder (Haldi)|Black pepper powder|Salt|Sunflower Oil,Indian Curry,veg,4.874831763,North Indian Recipes,Vegetarian,462
Authentic Godumai Dosai Recipe - Whole Wheat Flour Crepes,Whole Wheat Flour|Onions|Green Chilli|Coriander (Dhania) Leaves|Curry leaves|Salt|Sesame (Gingelly) Oil,Indian Breakfast,veg,4.855172765,South Indian Recipes,Vegetarian,260
Bengali Posto Porota Recipe (Spiced Poppy Seed Parathas),Whole Wheat Flour|Poppy seeds|Green Chillies|Sesame seeds (Til seeds)|Onions|Sugar|Kalonji (Onion Nigella Seeds)|Coriander (Dhania) Leaves,Indian Bread,veg,4.903688525,Bengali Recipes,Vegetarian,360
Caramelized Carrots & Pumpkin Seeds Cake Recipe,Whole Wheat Flour|Pumpkin seeds|Baking powder|Baking soda|Salt|Cinnamon Powder (Dalchini)|Sugar|Whole Eggs|Carrots (Gajjar)|Sunflower Oil|Milk|Water|Vanilla Extract,Cake,non-veg,4.955277281,Continental,Eggetarian,440
Multigrain Crepe Recipe Filled With Spicy Mashed Potatoes,Whole Wheat Flour|Ragi Flour (Finger Millet/ Nagli)|Bajra Flour ( Pearl Millet)|Salt|Whole Black Peppercorns|Potatoes (Aloo)|Red Chilli powder|Green Chillies|Coriander (Dhania) Leaves|Cumin seeds (Jeera)|Sunflower Oil,Dessert,veg,4.737547893,Indian,Vegetarian,238
Eggless Ragi Banana Bread Recipe-Finger Millet & Whole Wheat Banana Cake,Whole Wheat Flour|Ragi Flour (Finger Millet/ Nagli)|Baking powder|Caster Sugar|Sunflower Oil|Ripe Bananas|Vanilla Extract,Cake,veg,4.835281024,Continental,Vegetarian,488
Whole Wheat Ragi Chocolate Chip Cookie Pizza Recipe,Whole Wheat Flour|Ragi Flour (Finger Millet/ Nagli)|Baking soda|Salted butter|Cane sugar|Vanilla Extract|Chocolate chips|Dessicated Coconut|Decorative sugar (Cake/ Candy Sprinkles),Cookies,veg,4.955380577,American,Vegetarian,395
Ragi Masala Twisters Recipe-Healthy Snack,Whole Wheat Flour|Ragi Flour (Finger Millet/ Nagli)|Coriander (Dhania) Leaves|Ginger|Garlic|Green Chilli|Sugar|Sunflower Oil|Cumin seeds (Jeera)|Turmeric powder (Haldi)|Salt,Indian Snack,veg,4.833018868,South Indian Recipes,Vegetarian,590
Multigrain Methi Thepla Recipe With Ragi & Whole Wheat ,Whole Wheat Flour|Ragi Flour (Finger Millet/ Nagli)|Flax seed powder (flax meal)|Turmeric powder (Haldi)|Red Chilli powder|Asafoetida (hing)|Methi Leaves (Fenugreek Leaves)|Oil|Salt,Indian Curry,,4.905083221,Gujarati Recipes﻿,Diabetic Friendly,299
Maharashtrian Multigrain Thalipeeth Recipe,Whole Wheat Flour|Ragi Flour (Finger Millet/ Nagli)|Gram flour (besan)|Bajra Flour ( Pearl Millet)|Rolled Oats Or Instant Oats|Methi Leaves (Fenugreek Leaves)|Sesame seeds (Til seeds)|Green Chilli|Ginger|Asafoetida (hing)|Sunflower Oil|Salt,Indian Bread,veg,4.817380082,Maharashtrian Recipes,Vegetarian,548
Multigrain Pizza with Roasted Vegetables Recipe,Whole Wheat Flour|Ragi Flour (Finger Millet/ Nagli)|Instant Oats (Oatmeal)|Sesame seeds (Til seeds)|Lukewarm Water|Honey|Salt|Extra Virgin Olive Oil|Mozzarella cheese|Button mushrooms|Green Bell Pepper (Capsicum)|Green zucchini|Dried oregano|Salt and Pepper,Italian,veg,4.893410853,Italian Recipes,Vegetarian,233
Palak Ragi & Oats Wheat Thepla Recipe - Healthy Diabetic Roti,Whole Wheat Flour|Ragi Flour (Finger Millet/ Nagli)|Oats Flour|Flax seed powder (flax meal)|Turmeric powder (Haldi)|Red Chilli powder|Spinach Leaves (Palak)|Sunflower Oil|Salt,Indian Curry,veg,4.884095299,Gujarati Recipes﻿,Vegetarian,543
Whole Wheat & Ragi Crust Skillet Pizza Recipe Topped With Roasted Zucchini & Olives,Whole Wheat Flour|Ragi Flour (Finger Millet/ Nagli)|Salt|Sugar|Extra Virgin Olive Oil|Carrots (Gajjar)|Yellow Zucchini|Garlic|Extra Virgin Olive Oil|Salt and Pepper|Mozzarella cheese,Italian,veg,4.877289377,Italian Recipes,Vegetarian,310
Ragi & Whole Wheat Halwa Recipe - Finger Millet Pudding,Whole Wheat Flour|Ragi Flour (Finger Millet/ Nagli)|Sugar|Cardamom Powder (Elaichi)|Whole Almonds (Badam)|Water,Sweet Recipes (Indian Mithai / Indian ,veg,4.894584139,Indian,Vegetarian,396
Whole Wheat And Ragi Crepe With Muesli And Strawberry Recipe ,Whole Wheat Flour|Ragi Flour (Finger Millet/ Nagli)|Whole Egg|Vanilla Extract|Baking powder|Nutmeg powder|Salt|Strawberries|Muesli,Dessert,,4.956672444,Continental,Sugar Free Diet,529
Whole Wheat Flour Chakli Recipe,Whole Wheat Flour|Red Chilli powder|Cumin seeds (Jeera)|Sunflower Oil|Asafoetida (hing)|Salt,Indian Snack,veg,4.814968815,South Indian Recipes,Vegetarian,485
Karnataka Style Menthe Kadubu Recipe (Fenugreek Leaves Wheat Dumpling Recipe),Whole Wheat Flour|Red Chilli powder|Turmeric powder (Haldi)|Ajwain (Carom seeds)|Salt|Methi Leaves (Fenugreek Leaves)|Onion|Cumin seeds (Jeera)|Mustard seeds|Red Chilli powder|Turmeric powder (Haldi)|Salt|Sunflower Oil,Indian Snack,veg,4.893220339,North Karnataka,Vegetarian,229
Spinach Thalipeeth Recipe,Whole Wheat Flour|Rice flour|Gram flour (besan)|Spinach Leaves (Palak)|Onion|Cumin seeds (Jeera)|Turmeric powder (Haldi)|Red Chilli powder|Cumin powder (Jeera)|Salt|Sunflower Oil,Indian Curry,veg,4.693717277,Maharashtrian Recipes,Vegetarian,291
Oats And Coconut Dosa Recipe,Whole Wheat Flour|Rice flour|Oats Flour|Fresh coconut|Salt|Jaggery|Sunflower Oil|Green Chilli|Ginger|Curry leaves|Asafoetida (hing)|Whole Black Peppercorns,Indian Breakfast,veg,4.852659778,South Indian Recipes,Vegetarian,428
Godhuma Dosa Recipe - Instant Whole Wheat Flour Dosa Recipe,Whole Wheat Flour|Rice flour|Onions|Green Chilli|Ginger|Curry leaves|Asafoetida (hing)|Whole Black Peppercorns|Salt|Sunflower Oil,Indian Breakfast,veg,4.863687783,South Indian Recipes,Vegetarian,453
Gujarati Style Multigrain Masala Kadak Puri Recipe - Masala Mathri,Whole Wheat Flour|Rice flour|Red Chilli powder|Cumin seeds (Jeera)|Asafoetida (hing)|Coriander (Dhania) Seeds|Salt|Sunflower Oil,Indian Snack,veg,4.896457017,Gujarati Recipes﻿,Vegetarian,389
Kerala Style Kumbil Appam Recipe (Banana and Wheat Flour Dumpling) ,Whole Wheat Flour|Ripe Bananas|Fresh coconut|Jaggery|Cardamom (Elaichi) Pods/Seeds,Indian Snack,veg,4.864715627,Kerala Recipes,Vegetarian,419
Chinese Style Oats Vegetable Dimsums Recipe,Whole Wheat Flour|Rolled Oats Or Instant Oats|Cabbage (Patta Gobi/ Muttaikose)|Carrots (Gajjar)|Green beans (French Beans)|Ginger|Salt|Oil,Indian Chinese,veg,4.949868074,North East India Recipes,Vegetarian,519
Whole Wheat Rosemary Focaccia Bread Recipe,Whole Wheat Flour|Rosemary|Salt|Honey|Extra Virgin Olive Oil,Homemade Bread,veg,4.828475336,Italian Recipes,Vegetarian,380
Whole Wheat Lachha Paratha Recipe-Multilayered Layered Indian Flat Bread,Whole Wheat Flour|Salt,Indian Bread,,4.888468809,Indian,Diabetic Friendly,509
Stuffed Masala Aloo Naan Recipe Made Without Oven,Whole Wheat Flour|Salt|Aerated water (Soda Water)|Potatoes (Aloo)|Onion|Green Chillies|Amchur (Dry Mango Powder)|Red Chilli powder|Ajwain (Carom seeds)|Salt|Coriander (Dhania) Leaves,Indian Bread,veg,4.9,North Indian Recipes,Vegetarian,392
Namak Para Recipe - Traditional Diwali Snack Recipe,Whole Wheat Flour|Salt|Ajwain (Carom seeds)|Water|Sunflower Oil|Chaat Masala Powder,Indian Snack,veg,4.93487575,Indian,Vegetarian,333
Home Made Whole Wheat Flour Tortillas,Whole Wheat Flour|Salt|Baking powder,Homemade Bread,veg,4.892288349,Mexican,Vegetarian,401
Whole Wheat Flour Murukku Recipe,Whole Wheat Flour|Salt|Butter (unsalted)|Sesame seeds (Til seeds)|Ajwain (Carom seeds)|Red Chilli powder|Water|Sunflower Oil,Indian Snack,veg,4.750172533,South Indian Recipes,Vegetarian,443
Baked Mathri Recipe (Non Fried Tea Time Snack),Whole Wheat Flour|Salt|Chilled butter|Whole Black Peppercorns|Ajwain (Carom seeds)|Chilled water,Indian Snack,veg,4.739426349,North Indian Recipes,Vegetarian,350
Baked Whole Wheat Salsa Tart Recipe,Whole Wheat Flour|Salt|Chilled water|Spring Onion (Bulb & Greens)|Red Bell pepper (Capsicum)|Tomatoes|Onion|Green Chillies|Cumin powder (Jeera)|Extra Virgin Olive Oil|Mozzarella cheese|Salt,Continental Party Appetizer & Starter,veg,4.934931507,French,Vegetarian,265
Cheesy Tawa Pizza Recipe With Corn And Broccoli,Whole Wheat Flour|Salt|Cooking soda|Water|Onion|Broccoli|Yellow Bell Pepper (Capsicum)|Sunflower Oil|Salt|Black pepper powder|Mixed Herbs (Dried),Italian,veg,4.88997555,Italian Recipes,Vegetarian,511
Whole Wheat Spinach Paneer Lifafa Paratha Recipe,Whole Wheat Flour|Salt|Corn flour|Spinach Leaves (Palak)|Cumin seeds (Jeera)|Cumin powder (Jeera)|Chaat Masala Powder|Onion|Green Chillies|Salt|Sunflower Oil,Indian Bread,,4.798561151,Indian,Diabetic Friendly,266
Spiced Khooba Roti (Rajasthani Pinched Flatbread Recipe),Whole Wheat Flour|Salt|Cumin seeds (Jeera),Indian Bread,,4.361878453,Rajasthani,Diabetic Friendly,318
Spinach & Corn Quesadilla Recipe ,Whole Wheat Flour|Salt|Extra Virgin Olive Oil|Water|Spinach Leaves (Palak)|Sweet corn|Extra Virgin Olive Oil,Mexican,veg,4.87636047,Mexican,Vegetarian,252
Traditional Matar Kachori Recipe,Whole Wheat Flour|Salt|Green peas (Matar)|Green Chillies|Garlic|Ginger|Red Chilli powder|Amchur (Dry Mango Powder)|Chaat Masala Powder|Fennel seeds (Saunf)|Kalonji (Onion Nigella Seeds)|Turmeric powder (Haldi)|Salt|Gram flour (besan)|Mustard oil,Indian Snack,veg,4.854585635,North Indian Recipes,Vegetarian,256
Paneer Tikka Kathi Roll Recipe,Whole Wheat Flour|Salt|Hung Curd (Greek Yogurt)|Gram flour (besan)|Ginger|Garlic|Kasuri Methi (Dried Fenugreek Leaves)|Turmeric powder (Haldi)|Chaat Masala Powder|Mint Leaves (Pudina)|Salt|Coal|Mint Leaves (Pudina)|Green Bell Pepper (Capsicum)|Onion|Lemon|Salt,Frankie Rolls,veg,4.909030873,Bengali Recipes,Vegetarian,583
Whole Wheat Crepe Recipe With Herbed Vegetables,Whole Wheat Flour|Salt|Italian seasoning|Cheese spread|Broccoli|Onion|Red Bell pepper (Capsicum)|Salt|Parsley leaves,Continental Food,,4.627118644,,,499
Shakkar Para Recipe | Gur Para | Shankarpali - Diwali Festive Snack,Whole Wheat Flour|Salt|Jaggery|Cardamom Powder (Elaichi)|Sunflower Oil,Indian Snack,veg,4.805564868,Indian,Vegetarian,226
Spicy Chana Chaat Frankie Recipe,Whole Wheat Flour|Salt|Kabuli Chana (White Chickpeas)|Ginger|Garlic|Red Chilli powder|Turmeric powder (Haldi)|Cumin powder (Jeera)|Chaat Masala Powder|Sugar|Salt|Onion|Tomato|Green Chilli|Coriander (Dhania) Leaves,Indian Snack,veg,4.814507198,North Indian Recipes,Vegetarian,424
Assamese Sweet Kordoi Recipe,Whole Wheat Flour|Salt|Lukewarm Water|Caster Sugar|Water|Sunflower Oil,Sweet Recipes (Indian Mithai / Indian ,veg,4.8,Assamese,Vegetarian,485
Parsi Rotli Recipe - Parsi Style Rotis ,Whole Wheat Flour|Salt|Milk|Water,Indian Bread,veg,4.921095008,Parsi Recipes,Vegetarian,309
Phulka Recipe (Roti/Chapati) - Puffed Indian Bread,Whole Wheat Flour|Salt|Oil,Indian Bread,veg,4.882118888,North Indian Recipes,Vegetarian,237
Tawa Paratha Recipe - Plain Paratha,Whole Wheat Flour|Salt|Oil,Indian Bread,veg,4.874143229,North Indian Recipes,Vegetarian,361
Puran Poli Recipe | Gujarati & Maharastrian | Sweet Spiced Stuffed Paratha With Jaggery,Whole Wheat Flour|Salt|Oil|Arhar dal (Split Toor Dal)|Jaggery|Saffron strands|Cardamom Powder (Elaichi)|Nutmeg powder|Gram flour (besan),Sweet Recipes (Indian Mithai / Indian ,veg,4.820678514,Gujarati Recipes﻿,Vegetarian,263
Veg Mughlai Paratha Recipe,Whole Wheat Flour|Salt|Oil|Oil|Onion|Red Bell pepper (Capsicum)|Green Bell Pepper (Capsicum)|Carrot (Gajjar)|Garlic|Ginger|Green Chillies|Fennel seeds (Saunf)|Red Chilli powder|Mint Leaves (Pudina)|Salt|Whole Wheat Flour|Water,Indian Bread,veg,4.891618497,Mughlai,Vegetarian,336
Stuffed Makai Paratha Recipe (Corn & Coriander Stuffed Flat Bread),Whole Wheat Flour|Salt|Oil|Sweet corn|Green Chillies|Coriander (Dhania) Leaves|Cumin powder (Jeera)|Salt,Indian Bread,,4.871396055,North Indian Recipes,Diabetic Friendly,397
Achari Paratha Roll Recipe,Whole Wheat Flour|Salt|Potatoes (Aloo)|Kaddu (Parangikai/ Pumpkin)|Green peas (Matar)|Turmeric powder (Haldi)|Red Chilli powder|Salt|Mustard seeds|Asafoetida (hing),Frankie Rolls,veg,4.800438596,Indian,Vegetarian,576
Greek Style Bourekia Recipe (Potato and Leek Puffs Recipe),Whole Wheat Flour|Salt|Potatoes (Aloo)|Leek|Milk|Sunflower Oil|Turmeric powder (Haldi)|Red Chilli flakes|Fennel seeds (Saunf)|Salt,Indian Snack,veg,4.889250814,Greek,Vegetarian,255
Raw Banana & Ajwain Paratha Recipe,Whole Wheat Flour|Salt|Raw Banana|Ajwain (Carom seeds)|Amchur (Dry Mango Powder)|Coriander Powder (Dhania)|Turmeric powder (Haldi)|Green Chillies|Sugar|Coriander (Dhania) Leaves,Indian Bread,,4.882611425,North Indian Recipes,Diabetic Friendly,312
Vegetarian Chinese Samosa Recipe,Whole Wheat Flour|Salt|Rice Vermicelli Noodles (Thin)|Carrots (Gajjar)|Green beans (French Beans)|Green Bell Pepper (Capsicum)|Cabbage (Patta Gobi/ Muttaikose)|Ginger|Garlic|Green Chilli|Spring Onion Greens|Salt|Black pepper powder,Indian Chinese,veg,4.797089397,North Indian Recipes,Vegetarian,486
"Roasted Vegetable Quesadilla Recipe With Zucchini, Carrots & Red Cabbage",Whole Wheat Flour|Salt|Spring Onion (Bulb & Greens)|Carrots (Gajjar)|Yellow Zucchini|Red Bell pepper (Capsicum)|Red cabbage|Cumin powder (Jeera)|Processed Cheese|Extra Virgin Olive Oil,Mexican,veg,4.939516129,Mexican,High Protein Vegetarian,332
Homemade Pan Pizza With Perfectly Crispy Crust Recipe,Whole Wheat Flour|Salt|Sugar|Extra Virgin Olive Oil|Water|Onion|Mozzarella cheese|Onion|Green bell peppers|Tomato|Sooji (Semolina/ Rava),Italian,veg,4.89516129,Italian Recipes,Vegetarian,296
Whole Wheat Methi Garlic Naan Recipe  | Oven Method with yeast,Whole Wheat Flour|Salt|Sugar|Garlic|Methi Leaves (Fenugreek Leaves)|Oil|Butter (Salted),Indian Bread,veg,4.979197623,North Indian Recipes,Vegetarian,352
Homemade Apple Pie Recipe With Whole Wheat Pie Crust,Whole Wheat Flour|Salt|Sugar|Water|Apples|Lemon|Sugar|Brown Sugar (Demerara Sugar)|All Purpose Flour (Maida)|Cinnamon Powder (Dalchini)|Salt|Milk|Honey|Sugar,Dessert,veg,4.901217279,Continental,Vegetarian,597
Tawa Tandoori Roti Recipe ,Whole Wheat Flour|Salt|Sunflower Oil,Indian Bread,veg,4.926794086,North Indian Recipes,Vegetarian,293
Beetroot Paratha Recipe Flavored With Peanuts,Whole Wheat Flour|Salt|Sunflower Oil|Beetroots|Roasted Peanuts (Moongphali)|Cumin powder (Jeera)|Green Chillies|Onion|Coriander (Dhania) Leaves|Salt,Indian Bread,veg,4.767201835,Indian,Vegetarian,569
Broccoli and Paneer Paratha Recipe,Whole Wheat Flour|Salt|Sunflower Oil|Broccoli|Potato (Aloo)|Green Chillies|Salt|Cumin powder (Jeera)|Chaat Masala Powder,Indian Bread,,4.872483221,Indian,Diabetic Friendly,550
Cabbage Paneer Paratha Recipe ,Whole Wheat Flour|Salt|Sunflower Oil|Cumin powder (Jeera)|Green Chillies|Onion|Cabbage (Patta Gobi/ Muttaikose)|Coriander (Dhania) Leaves|Salt,Indian Bread,veg,4.816101461,North Indian Recipes,High Protein Vegetarian,384
Paneer Methi Paratha Recipe,Whole Wheat Flour|Salt|Sunflower Oil|Cumin powder (Jeera)|Green Chillies|Onion|Methi Leaves (Fenugreek Leaves)|Salt,Indian Bread,veg,4.85302391,North Indian Recipes,High Protein Vegetarian,464
Tawa Amritsari Kulcha Recipe,Whole Wheat Flour|Salt|Sunflower Oil|Potatoes (Aloo)|Red Chilli powder|Turmeric powder (Haldi)|Amchur (Dry Mango Powder)|Cumin powder (Jeera)|Green Chilli|Salt,Indian Bread,veg,4.920426065,Punjabi,Vegetarian,338
Chinese Oats Paneer Manchurian Kathi Roll Recipe,Whole Wheat Flour|Salt|Sunflower Oil|Sunflower Oil|Chenna (Homemade Cottage Cheese)|Carrots (Gajjar)|Green Bell Pepper (Capsicum)|Rolled Oats Or Instant Oats|Spring Onion (Bulb & Greens)|Garlic|Ginger|Green Chillies|Tomato Ketchup|Onion,Indian Chinese,veg,4.683139535,Bengali Recipes,Vegetarian,384
Chinese Egg Kathi Roll Recipe,Whole Wheat Flour|Salt|Sunflower Oil|Sunflower Oil|Whole Eggs|Green Chillies|Rolled Oats Or Instant Oats|Spring Onion (Bulb & Greens)|Tomato Ketchup|Onion,Indian Chinese,non-veg,4.729230769,Bengali Recipes,Eggetarian,209
Stuffed Yellow Moong Dal And Onion Paratha Recipe ,Whole Wheat Flour|Salt|Sunflower Oil|Sunflower Oil|Yellow Moong Dal (Split)|Green Bell Pepper (Capsicum)|Onion|Ginger|Garlic|Green Chilli|Salt|Red Chilli powder|Cumin powder (Jeera)|Turmeric powder (Haldi),Indian Bread,veg,4.901118568,North Indian Recipes,Vegetarian,329
Tofu & Capsicum Paratha Recipe (Stuffed Tofu Flatbread),Whole Wheat Flour|Salt|Sunflower Oil|Tofu|Green Bell Pepper (Capsicum)|Cumin powder (Jeera)|Green Chillies|Coriander (Dhania) Leaves|Salt,Indian Bread,veg,4.839659686,North Indian Recipes,High Protein Vegetarian,436
Paneer Carrot Stuffed Paratha Recipe,Whole Wheat Flour|Salt|Sunflower Oil|Water|Carrot (Gajjar)|Onion|Green Chillies|Cumin powder (Jeera)|Mint Leaves (Pudina)|Salt,Indian Bread,veg,4.855385539,Indian,Vegan,306
Achari Lachha Paratha Recipe-Spicy Indian Style Flaky Bread,Whole Wheat Flour|Salt|Sunflower Oil|Water|Punjabi style mango pickle,Indian Bread,veg,4.948590381,North Indian Recipes,Vegetarian,566
Potato Stuffed Dal Dhokli Recipe,Whole Wheat Flour|Salt|Sunflower Oil|Whole Wheat Flour|Potato (Aloo)|Red Chilli powder|Coriander (Dhania) Leaves|Sugar|Lemon juice|Arhar dal (Split Toor Dal)|Turmeric powder (Haldi)|Raw Peanuts (Moongphali)|Salt|Tomato|Green Chilli|Ginger|Lemon juice|Jaggery|Sunflower Oil|Mustard seeds|Cumin seeds (Jeera)|Asafoetida (hing)|Curry leaves|Dry Red Chillies|Cinnamon Stick (Dalchini)|Cloves (Laung)|Bay leaf (tej patta)|Coriander (Dhania) Leaves,Indian Curry,veg,4.87675507,North Indian Recipes,Vegetarian,405
Rajasthani Khooba Roti Recipe,Whole Wheat Flour|Salt|Water,Indian Bread,veg,4.821924074,Rajasthani,Vegetarian,481
Sanjori Bread Recipe (Maharashtrian Sweet Flatbread Stuffed with Halwa),Whole Wheat Flour|Salt|Water|Broken Wheat (Dalia/ Godumai Rava)|Cardamom Powder (Elaichi)|Jaggery|Milk|Water,Sweet Recipes (Indian Mithai / Indian ,veg,4.846484935,Maharashtrian Recipes,Vegetarian,571
Thengai Poli Recipe - Coconut Poli Recipe,Whole Wheat Flour|Salt|Water|Fresh coconut|Palm jaggery|Cardamom Powder (Elaichi),Sweet Recipes (Indian Mithai / Indian ,veg,4.927522501,South Indian Recipes,Vegetarian,361
High Protein Broccoli and Dill Stuffed Paratha Recipe,Whole Wheat Flour|Salt|Water|Gram flour (besan)|Broccoli|Dill leaves|Red Bell pepper (Capsicum)|Onion|Ginger|Garlic|Red Chilli powder|Turmeric powder (Haldi)|Salt|Oil,Indian Bread,veg,4.701492537,North Indian Recipes,Vegetarian,421
Aloo Paratha Recipe - Healthy North Indian Breakfast,Whole Wheat Flour|Salt|Water|Potatoes (Aloo)|Onions|Ginger|Green Chillies|Turmeric powder (Haldi)|Coriander Powder (Dhania)|Cumin powder (Jeera)|Red Chilli powder|Amchur (Dry Mango Powder)|Coriander (Dhania) Leaves,Indian Bread,veg,4.914618115,North Indian Recipes,Vegetarian,302
Ajwain Besan Ka Paratha Recipe (Masala Paratha),Whole Wheat Flour|Salt|Water|Sunflower Oil|Ajwain (Carom seeds)|Gram flour (besan)|Red Chilli powder|Turmeric powder (Haldi)|Coriander (Dhania) Leaves|Cumin seeds (Jeera),Indian Bread,veg,4.826984933,Indian,Vegetarian,359
Kolkata Style Egg Roll Recipe (Wrap or Frankie Recipe) - Roz Ka Khana With Figaro Olive Oil,Whole Wheat Flour|Salt|Whole Eggs|Green Chillies|Onion|Coriander (Dhania) Leaves|Onion|Green Bell Pepper (Capsicum)|Carrot (Gajjar),Frankie Rolls,non-veg,4.894656229,North Indian Recipes,Eggetarian,242
Rajasthani Dal Bati Churma Recipe | Dhaba Style recipe,Whole Wheat Flour|Sooji (Semolina/ Rava)|Ajwain (Carom seeds)|Baking powder|Salt|Jaggery|Green Moong Dal (Split)|Black Urad Dal (Split)|Chana dal (Bengal Gram Dal)|Onion|Ginger|Green Chilli|Garlic|Tomato|Bay leaf (tej patta)|Cinnamon Stick (Dalchini)|Turmeric powder (Haldi)|Coriander (Dhania) Leaves|Cumin seeds (Jeera)|Dry Red Chillies,Indian Curry,veg,4.902919402,Rajasthani,Vegetarian,333
